county,site_number,date_visited,applicant,damage_location,damage_description,local_estimate,fema_validated,change_notes,unvalidated,,,,,
 WARREN,36,11/6/2019,Town of Hague,Yaw Road at New Hague Rd,"60 ' by 12' oval, steel  culvert needs replacement due to breach in ceiling of culvert and buckling of sheet metal.  300' of debris clearance and resetting stream bank was completed so far.  About 60' Road will have to be replaced over excavation for culvert.","$90,000","$90,000",,,,,,,
 WARREN,37,11/6/2019,Town of Horican,Alder Brook Road,"Repairs to paved shoulders ditches, fill.  ","$60,000",,"Requested further information on one site for $60,000 as it only states 'paved shoulder ditches, fill' until further details this will be $0.",$0,,,,,
 WARREN,38,11/6/2019,Town of Horican,Grassville Rd,"1126 feet of asphalt road needs driveway drain repairs, ditch restoration,  various washouts repaired repairs.  There are 2 crossover pipes.  ","$45,000",,"No site visits conducted. Town lists 6 sites of damages to asphalt roads, gravel roads, culverts  and shoulder repairs. ","$45,000",,,,,
 WARREN,39,11/6/2019,Town of Horican,Harris Rd,"About 400 yards of ditch restoration, and repair or replacement of a culvert about 80 feet long that crosses at a diagonal, about 100 feet of roadway will need to be replaced to get at culvert ","$22,000",,"No site visits conducted. Town lists 6 sites of damages to asphalt roads, gravel roads, culverts  and shoulder repairs. ","$22,000",,,,,
 WARREN,40,11/6/2019,Town of Horican,Ira Frasier Rd,"25' by 10' washout at entrance to roadway,  about 3/10 mile of road is inaacessible and needs repair.","$10,000",,"No site visits conducted. Town lists 6 sites of damages to asphalt roads, gravel roads, culverts  and shoulder repairs. ","$10,000",,,,,
 WARREN,41,11/6/2019,Town of Horican,Padurnurman Rd,"2.5 miles of Seasonal Road is washed out and innaccessible,   about 3/4 mile is blacktop.  There I large culvert.   $25,000 is a minimal estimate","$25,000",,"No site visits conducted. Town lists 6 sites of damages to asphalt roads, gravel roads, culverts  and shoulder repairs. ","$25,000",,,,,
 WARREN,42,11/6/2019,Town of Horican,Shaw Hill Rd,"1/2 mile section, Extensive repairs to paved road shoulders, driveway pipes, ditches, lots of fill ","$50,000",,"No site visits conducted. Town lists 6 sites of damages to asphalt roads, gravel roads, culverts  and shoulder repairs. ","$50,000",,,,,
 WARREN,43,11/6/2019,Town of Johnsburg,7 Sites,"See 11/6 Damage Validation report for more details on damage at each site. Road & culvert damage at:  
Harvey Road
13th Lake Rd - Beach Rd 13th Brook crossing (N43.7242 W74.1097)
Brookview Terr at Harvey Rd (N43.7203 W74.1094) [Lakeview Lane and Brookview Terr not accessed]
Birch Mtn Rd at Harvey Rd (W43.7210 W74.1032) [not accessed]
Rogers Rd at Balm of Gliead Brook crossing (N43.7186 W74.0660)
165 Barton Mines Rd 
River Road","$156,000",,"No site visit conducted. Town of Johnsburg identified seven sites with damages to culvert, asphalt road, and gravel roads. Applicant provided a more description of additional site damages however these are not verified by the State yet.  Although no site visit was conducted photos of damages were provided during morning meeting. Several areas are not accessible at this point. ","$156,000",,,,,
 WARREN,44,11/7/2019,Town of Lake George ,Big Hollow Rd  Culvert that probably belongss to state.,"Access road to State reservoir and other properties on far side of the Northway.  Damaged section is about 400 feet long, consistes of 2 round steel culverts used as roadway tunnel.  Originally had a gravel roadbed, which is 90% washed out.","$22,000",$0,"no site visit conducted on two sites. 1) Big Hollow Road Culvert - this culvert crossed I-87 Northway and is used as a (via vehicle) passable metal culvert with a gravel base. County provided a photo showing some washout of gravel, no damage to culvert. As noted by State, culvert may be part of FHWA responsibility.  Therefore no cost will be applied at this point. ",,,,,,
 WARREN,45,11/7/2019,Town of Lake George ,"Deer Run Rd
43.440184, -73.709762","Blacktop Road 18 inch by 40 inch Culvert replaced,  2200 ft of pavement undermined by water,  has alligatored and cracked.  It should be ground and retopped. ","$37,500",,"2) Deer Run Road - identified as a 2,200 ft blacktop and culvert washout, however maps show that this is a 500 ft dead-end residential road. Will apply 1/4 of estimated cost.","$9,375",,,,,
 WARREN,46,11/6/2019,Town of Stony Creek,Fodder Rd. - viewed photos,Paved road.  Shoulder washout (repaired) 1/4mi L X 2ft W X 2ft D.  Culvert (8 ft diam X 40ft L) and headwall damage both sides 50ft L X 30ft W X 12ft H.  Culvert and pavement @ $25k in total.,"$30,000",,No site visit conducted due to lack of time. The town has seven sites total identified with damages. Five sites are in relation to paved road and shoulder repairs. One site is for retaining 300 ft long stacked stone retaining wall and culvert repair.,"$30,000",,,,,
 WARREN,47,11/6/2019,Town of Stony Creek,"John T. O'Neill Memorial Park
43.4282, -73.9291","1.  Dam lip buckled midstream - no estimated cost, to be evaluated by Soil and Water.
2.  Dry hydrant side of dam sidewall and pressure treated lumber platform sagging.  25ft L X 15ft W X 8ft H.  Rip rap protection upstream washed away - 10ft L X 5ft W X 3ft D.  Estimated cost $30K in total.
3.  Gravel park walkway across stream was inundated and material washed out.  700ft L X 3ft W X 2ft D.  Estimated cost $5K in total.","$35,000",,No site visit conducted due to lack of time. The town has seven sites total identified with damages. Five sites are in relation to paved road and shoulder repairs. One site is for retaining 300 ft long stacked stone retaining wall and culvert repair.,"$35,000",,,,,
 WARREN,48,11/6/2019,Town of Stony Creek,Lanfear Rd. - viewed photos,Paved road.  Shoulder damage 10-15 sites both sides.  1/4mi X 3ft W X 2ft D.,"$7,000",,No site visit conducted due to lack of time. The town has seven sites total identified with damages. Five sites are in relation to paved road and shoulder repairs. One site is for retaining 300 ft long stacked stone retaining wall and culvert repair.,"$7,000",,,,,
 WARREN,49,11/6/2019,Town of Stony Creek,"Roaring Branch Rd. at  Hadley Rd.
43.424, -73.9296",Road behind retaining wall undermined and sunk beside utility pole.  15ft W X 15ft L X 20ft D visible damage.,"$3,000",,No site visit conducted due to lack of time. The town has seven sites total identified with damages. Five sites are in relation to paved road and shoulder repairs. One site is for retaining 300 ft long stacked stone retaining wall and culvert repair.,"$3,000",,,,,
 WARREN,50,11/6/2019,Town of Stony Creek,"Roaring Branch Rd.
43.4225, -73.9417",Stacked stone retaining wall damage 300ft L X 15ft H.  10ft H X 10 ft L X 10ft W void beneath paved road.  50lf of W-type guide rail.  Culvert damaged 18in diam X 60ft L CMP.  Shoulder washout damage 1500ft L X 2ft W X 3ft D.  Temp repair to open road will require machine rental ($25K in total).  Pavement materials for 20ft L X 20ft W X 6in D.,"$200,000",,No site visit conducted due to lack of time. The town has seven sites total identified with damages. Five sites are in relation to paved road and shoulder repairs. One site is for retaining 300 ft long stacked stone retaining wall and culvert repair. ,"$195,000",,,,,
 WARREN,51,11/6/2019,Town of Stony Creek,States Rd. - viewed photos,Paved road.  Shoulder washout 1/4mi L X 2ft W X 3ft D,"$5,000",,No site visit conducted due to lack of time. The town has seven sites total identified with damages. Five sites are in relation to paved road and shoulder repairs. One site is for retaining 300 ft long stacked stone retaining wall and culvert repair.,"$5,000",,,,,
 WARREN,52,11/6/2019,Town of Stony Creek,Tucker Rd. - viewed photos,Partially paved road.  Culvert armored headwalls damaged.  15ft W X 8ft H.  Shoulder washout both sides of road 500ft L X 2ft W X 1 ft D.,"$3,000",,No site visit conducted due to lack of time. The town has seven sites total identified with damages. Five sites are in relation to paved road and shoulder repairs. One site is for retaining 300 ft long stacked stone retaining wall and culvert repair.,"$3,000",,,,,
 WARREN,53,11/6/2019,Town of Thurman,11 sites,"See 11/6 Damage Validation report for more details on damage at each site.
Viewed damage at Irving Baker Rd.
Photos viewed of damage to:
Frost St
Hall Mtn Rd
Combs Rd
Barton Rd
Irving Baker Rd
Wolf Pond Rd (twin culvert must change per codes & stds)
Bear Pond Rd
Buckley Rd
Brannon Rd
West Stony Creek Rd
[+ Dippikill Rd]","$600,000",,"no site visit conducted. The Town identified 11 sites, however no information is available on the damages in specific therefore the estimated cost cannot be verified. A request to State and County for further details was made. Original estimate on damage sheet was $600,000, after discussion with County it seems to be more like $200,000, either way no details are available.",,,,,,
 WARREN,54,11/6/2019,Town of Warrensburgh,Green Mansions Rd. - not seen,Several areas of road undermined and culverts taken away.,"$20,000",,Green Mansions Road had no dimensions and I did not see any photos and therefore cannot validated.,$0,,,,,
 WARREN,55,11/6/2019,Town of Warrensburgh,Pucker Street - not seen,Several areas of road undermined for about 2K ft length and 2 culverts taken away.,"$50,000",,"No site visit conducted. Town of Warrensburg has four sites identified with a total cost of $145,000. Three sites did not receive a site visit.  FEMA was able to view photos of damages to two of the three roads and calculated the costs.","$50,000",,,,,
 WARREN,56,11/6/2019,Town of Warrensburgh,Rob Moffitt Rd. - not seen,Several areas of road undermined and 2 culverts taken away.,"$25,000",,"No site visit conducted. Town of Warrensburg has four sites identified with a total cost of $145,000. Three sites did not receive a site visit.  FEMA was able to view photos of damages to two of the three roads and calculated the costs.","$25,000",,,,,
 WARREN,57,11/6/2019,Town of Warrensburgh,"Viele Pond Rd.
43.4153, -73.8049","1.  Road damage.  Unpaved road and shoulder washout 2.5mi L X 30ft W X 3ft D.  Culvert washout on downhill segment 30ft L 30ft W X X 50ft D.  3ft stone fill.  Estimate - $25K in total.
2.  Culvert washed out and reset. Road repair 4FT D X 3ft L X 30ft W.  Shoulder damage 5ft W X 3ft D X 2.5 miles. Estimate - $25K in total.","$50,000",,"No site visit conducted. Town of Warrensburg has four sites identified with a total cost of $145,000. Three sites did not receive a site visit.  FEMA was able to view photos of damages to two of the three roads and calculated the costs.","$50,000",,,,,
 WARREN,58,11/6/2019,Warren County,13th Lake Rd 13th Brook Crossing,"*Team 2 was made aware of a grant that may cover some repairs and impact eligible funding*
Repair amount included in grant, but pending as to whether grant is restrictive and would be considered duplicate funding.","$813,700","$250,000",,,,,,,
 WARREN,59,11/6/2019,Warren County,"13th Lake Rd 13th Brook Crossing
43.7241, -74.1097","Dual culvert washout - 5ft X 7ft each squashed cmp culvert - 40ft W X 60ft L X 10ft H damaged area.
Temporary repair - temp bridge to be placed @ $250K.  State grant for perm repair in place @ $813,700.  Perm repair to replace culvert pair with concrete box culvert.","$250,000","$220,000","Site visits conducted to five out of eleven sites. It should be noted that the Brook Crossing Culvert received NY State grant funding to replace a dual culvert to a bridge. No cost is added for damages, however a temporary bridge is placed (see CAT B). Two sites of road damages was contracted out for repairs. Work was ongoing as we conducted site visit. ",,,,,,
 WARREN,60,11/7/2019,Warren County,Padanurman Rd,Temporary Bridge in Town of Bolton: This is a temporary county bridge located on a town road be used while a permanent bridge is built.   The permanent incomplete bridge work was damaged  in a previous flood.  More research is needed into the status of this project.  ,$0,,,,,,,,
 WARREN,61,11/6/2019,Warren County DPW,"New Hague Road 1
43.772999, -73.555401 ",Replace 70 LF Culvert/Road Damage 60LFx15LFx7FT D Work In progress Estimated Repair,"$10,000",,,,,,,,
 WARREN,62,11/6/2019,Warren County DPW,"New Hague Road 2
43.792883, -73.520987 ",Replace 50 Ft Culvert/Road and shoulder damage 120LFx15x3FT D Work In progress Estimated Repair,"$12,000",,,,,,,,
 WARREN,63,11/6/2019,Warren County DPW,"New Hague Road 3
43.789873, -73.502137 ",Road Repair 850LFx30LFx1FT D Road Shoulders and Ditch reshape along the same 850 FT Work In progress Estimated Repair,"$85,000",,,,,,,,
 WARREN,64,11/7/2019,Warren County DPW,"Olmstedville Road CR19
43.734956, -73.847953 ",Washed out Road Shoulder Damage 75LFX12LFx8FT D Work In progress Estimated Repair,"$12,000",,,,,,,,
 WARREN,65,11/6/2019,Warren County DPW,"Trout Brook Road
43.789498, -73.499171 ",Road Replacement including Dshoulders and ditch repair1050 LFx40 LF x 5FT D Work In progress Estimated Repair,"$90,000",,,,,,,,
 WARREN,66,11/6/2019,Warren County DPW,"West Hague Road 1
43.756844, -73.510953 ",Damaged Inlet and Outlet Headwall Road Shoulder and Pavement Damaged 50 Ft Culvert Road Damage 40LFx3LFx6FT D Work In progress Estimated Repair,"$15,000",,,,,,,,
 WARREN,67,11/6/2019,Warren County DPW,"West Hague Road 2
43.761033, -75.518907 ",Road Shoulder/asphalt 150LFx8LFx6 Inches Deep Work In progress Estimated Repair,"$2,000",,,,,,,,
 WARREN,68,11/6/2019,Warren County DPW,"West Hague Road 3
43.768780, -73.536304 ",Repair Culvert/Road Damage 15LFx8LFx8FT D/Shoulder Damage 130LFx2LFx1FT D Work In progress Estimated Repair,"$8,500",,,,,,,,
 WARREN,69,11/6/2019,Warren County DPW,"West Hague Road x 43.768779, -73.536389 ",Road and Shoulder Damage 45LFx3LFx2 FT D Work In progress Estimated Repair,"$1,000",,,,,,,,
 WARREN,70,11/6/2019,Warren County DPW,"West Hague Road 5
43.769392, -73.541998 ",Replace 60 LF Culvert/Road Damage 60LFx15LFx7FT D Work In progress Estimated Repair,"$7,000",,,,,,,,
 Non-Declared,,11/8/2019,Oswego,SUNY Oswego,"Oswego did not have any flood damage but we did from high winds. We had a street light pole snap, some large branches fell on student vehicles, many large branches came down. Our child care center lost their storage shed and officers spent several hours directing traffic on state Rt 104 due to the power outage. Only 3 buildings on campus lost power.",State Agency - pending,,,,,,,,
 Non-Declared,,11/13/2019,Various,DOT,DOT sent spreadsheet of costs incurred in all counties. Non-declared county cost details in spreadsheet.,State Agency,,,,,,,,
